feature,phishing_score,log_prob_phishing,log_prob_normal
증서,1.1894983413618938,9.829054912298812,8.639556570936918
.),1.1894983413618938,9.829054912298812,8.639556570936918
-대출,1.1894983413618938,9.829054912298812,8.639556570936918
-대,1.1894983413618938,9.829054912298812,8.639556570936918
담을,1.1894983413618938,9.829054912298812,8.639556570936918
담을 ,1.1894983413618938,9.829054912298812,8.639556570936918
살 ,1.1894983413618938,9.829054912298812,8.639556570936918
대량,1.1894983413618938,9.829054912298812,8.639556570936918
대량으,1.1894983413618938,9.829054912298812,8.639556570936918
대량으로,1.1894983413618938,9.829054912298812,8.639556570936918
대책,1.1894983413618938,9.829054912298812,8.639556570936918
대책 ,1.1894983413618938,9.829054912298812,8.639556570936918
 미수령,1.1894983413618938,9.829054912298812,8.639556570936918
 물품,1.1894983413618938,9.829054912298812,8.639556570936918
어서..,1.1894983413618938,9.829054912298812,8.639556570936918
비대출,1.1894983413618938,9.829054912298812,8.639556570936918
 -대,1.1894983413618938,9.829054912298812,8.639556570936918
 -대출,1.1894983413618938,9.829054912298812,8.639556570936918
어서.,1.1894983413618938,9.829054912298812,8.639556570936918
위기,1.1894983413618938,9.829054912298812,8.639556570936918
주는 ,1.1894983413618938,9.829054912298812,8.639556570936918
없어서.,1.1894983413618938,9.829054912298812,8.639556570936918
득·취,1.1894983413618938,9.829054912298812,8.639556570936918
싸게,1.1894983413618938,9.829054912298812,8.639556570936918
"있는데,",1.1894983413618938,9.829054912298812,8.639556570936918
있니,1.1894983413618938,9.829054912298812,8.639556570936918
 손소독,1.1894983413618938,9.829054912298812,8.639556570936918
 마스크,1.1894983413618938,9.829054912298812,8.639556570936918
득·취약,1.1894983413618938,9.829054912298812,8.639556570936918
00아~,1.1894983413618938,9.829054912298812,8.639556570936918
 마스,1.1894983413618938,9.829054912298812,8.639556570936918
 위기,1.1894983413618938,9.829054912298812,8.639556570936918
00아,1.1894983413618938,9.829054912298812,8.639556570936918
득·,1.1894983413618938,9.829054912298812,8.639556570936918
보내줄 ,1.1894983413618938,9.829054912298812,8.639556570936918
싸게 ,1.1894983413618938,9.829054912298812,8.639556570936918
책 ,1.1894983413618938,9.829054912298812,8.639556570936918
아~,1.1894983413618938,9.829054912298812,8.639556570936918
있니?,1.1894983413618938,9.829054912298812,8.639556570936918
려주는 ,1.1894983413618938,9.829054912298812,8.639556570936918
량으로 ,1.1894983413618938,9.829054912298812,8.639556570936918
다.),1.1894983413618938,9.829054912298812,8.639556570936918
량으로,1.1894983413618938,9.829054912298812,8.639556570936918
 별세,1.1894983413618938,9.829054912298812,8.639556570936918
아~ ,1.1894983413618938,9.829054912298812,8.639556570936918
량으,1.1894983413618938,9.829054912298812,8.639556570936918
인인,1.1894983413618938,9.829054912298812,8.639556570936918
 손소,1.1894983413618938,9.829054912298812,8.639556570936918
려주는,1.1894983413618938,9.829054912298812,8.639556570936918
내줄 ,1.1894983413618938,9.829054912298812,8.639556570936918
